"802170","1","1","23","","","","","","0","","0437","","","1";
"802170","1","2","16","","","","","","2","","0439","","","1";
"802170","1","3","15","","","","","","","<","<","<","<","1";
"802170","1","4","17","","","","","","","<","<","<","<","1";
"802170","1","5","18","","","","","","2","","0440","","","1";
"802170","1","6","21","","","","","","2","","0441","","","1";
"802170","1","7","19","","","","","","3","","0442","","","1";
"802170","1","8","14","","","","","","4","","0443","","","1";
"802170","1","9","22","","","","","","4","0444","0445","","","1";
"802170","1","10","14","","","","","","4","","0447","","","1";
"802170","1","11","20","","","","","","6","","0449","","","1";
"802170","1","12","4","","","","","","10","","0455","","","1";
"802170","1","13","2","","","","","","12","|","|","|","|","1";
"802170","1","14","31","","","","","","","<","<","<","<","1";
"802170","1","15","1","","","","","","12","","0458","","","1";
"802170","1","16","3","","","","","","13","|","|","|","|","1";
"802170","1","17","35","","","","","","14","","0500","","","1";
"802170","1","18","12","","","","","","15","","0501","","","1";
"802170","1","19","13","","","","","","16","|","|","|","|","1";
"802170","1","20","5","","","","","","19","","0505","","","1";
"802170","1","21","7","","","","","","","<","<","<","<","1";
"802170","1","22","6","","","","","","","<","<","<","<","1";
"802170","1","23","8","","","","","","","<","<","<","<","1";
"802170","1","24","11","","","","","","22","","0508","","","1";
"802170","1","25","32","","","","","","23","","0510","","","1";
"802170","1","26","33","","","","","","","<","<","<","<","1";
"802170","1","27","9","","","","","","","<","<","<","<","1";
"802170","1","28","33","","","","","","","<","<","<","<","1";
"802170","1","29","10","","","","","","24","|","|","|","|","1";
"802170","1","30","29","","","","","","26","","0513","","","1";
"802170","1","31","28","","","","","","28","","0517","","","1";
"802170","1","32","27","","","","","","30","","0520","","","1";
"802170","1","33","34","","","","","","30","|","|","|","|","1";
"802170","1","34","26","","","","","","32","","0523","","","1";
"802170","1","35","30","","","","","","32","","0525","","","1";
"802170","1","36","25","","","","","","33","","0527","","","1";
"802170","1","37","24","","","","","","34","0530","","","","1";
"802170","2","1","23","","","","","","30","0740","","","","1";
"802170","2","2","16","","","","","","28","","0733","","","1";
"802170","2","3","15","","","","","","28","","0731","","","1";
"802170","2","4","17","","","","","","27","","0730","","","1";
"802170","2","5","18","","","","","","","<","<","<","<","1";
"802170","2","6","21","","","","","","","<","<","<","<","1";
"802170","2","7","19","","","","","","","<","<","<","<","1";
"802170","2","8","14","","","","","","","<","<","<","<","1";
"802170","2","9","22","","","","","","","<","<","<","<","1";
"802170","2","10","14","","","","","","","<","<","<","<","1";
"802170","2","11","20","","","","","","","<","<","<","<","1";
"802170","2","12","4","","","","","","24","","0725","","","1";
"802170","2","13","2","","","","","","22","|","|","|","|","1";
"802170","2","14","31","","","","","","","<","<","<","<","1";
"802170","2","15","1","","","","","","22","","0723","","","1";
"802170","2","16","3","","","","","","21","","0722","","","1";
"802170","2","17","35","","","","","","20","","0720","","","1";
"802170","2","18","12","","","","","","19","","0719","","","1";
"802170","2","19","13","","","","","","18","|","|","|","|","1";
"802170","2","20","5","","","","","","15","","0712","","","1";
"802170","2","21","7","","","","","","14","","0710","","","1";
"802170","2","22","6","","","","","","14","","0708","","","1";
"802170","2","23","8","","","","","","13","","0705","","","1";
"802170","2","24","11","","","","","","12","","0703","","","1";
"802170","2","25","32","","","","","","11","","0702","","","1";
