"876411","1","2","17","","","","","","0","","0430","","","1";
"876411","1","3","16","","","","","","1","","0431","","","1";
"876411","1","4","1","","","","","","2","","0433","","","1";
"876411","1","5","11","","","","","","2","","0434","","","1";
"876411","1","6","13","","","","","","3","","0436","","","1";
"876411","1","7","21","","","","","","4","","0437","","","1";
"876411","1","8","10","","","","","","5","","0439","","","1";
"876411","1","9","18","","","","","","6","","0441","","","1";
"876411","1","10","12","","","","","","6","","0442","","","1";
"876411","1","11","7","","","","","","7","","0443","","","1";
"876411","1","12","22","","","","","","8","","0445","","","1";
"876411","1","13","19","","","","","","9","","0446","","","1";
"876411","1","14","20","","","","","","9","","0447","","","1";
"876411","1","15","8","","","","","","9","","0448","","","1";
"876411","1","16","9","","","","","","10","","0449","","","1";
"876411","1","17","6","","","","","","11","0451","","","","1";
"876411","2","1","2","","","","","","11","0426","","","","1";
"876411","2","2","17","","","","","","","<","<","<","<","1";
"876411","2","3","16","","","","","","10","","0424","","","1";
"876411","2","4","1","","","","","","9","","0423","","","1";
"876411","2","5","11","","","","","","9","","0422","","","1";
"876411","2","6","13","","","","","","8","","0420","","","1";
"876411","2","7","21","","","","","","7","","0419","","","1";
"876411","2","8","10","","","","","","6","","0417","","","1";
"876411","2","9","18","","","","","","5","","0416","","","1";
"876411","2","10","12","","","","","","5","","0415","","","1";
"876411","2","11","7","","","","","","4","","0414","","","1";
"876411","2","12","22","","","","","","3","","0412","","","1";
"876411","2","13","19","","","","","","2","","0410","","","1";
"876411","2","14","20","","","","","","2","","0409","","","1";
"876411","2","15","8","","","","","","2","","0408","","","1";
"876411","2","16","9","","","","","","1","","0407","","","1";
"876411","2","17","6","","","","","","0","","0405","","","1";
"876411","3","2","17","","","","","","0","","0605","","","1";
"876411","3","3","16","","","","","","1","","0606","","","1";
"876411","3","4","1","","","","","","2","","0608","","","1";
"876411","3","5","11","","","","","","2","","0609","","","1";
"876411","3","6","13","","","","","","3","","0611","","","1";
"876411","3","7","21","","","","","","4","","0612","","","1";
"876411","3","8","10","","","","","","5","","0614","","","1";
"876411","3","9","18","","","","","","6","","0616","","","1";
"876411","3","10","12","","","","","","6","","0617","","","1";
"876411","3","11","7","","","","","","7","","0619","","","1";
"876411","3","12","22","","","","","","8","","0621","","","1";
"876411","3","13","19","","","","","","9","","0623","","","1";
"876411","3","14","20","","","","","","9","","0624","","","1";
"876411","3","15","8","","","","","","9","","0625","","","1";
"876411","3","16","9","","","","","","10","","0627","","","1";
