"876401","11","1","10","4","23122022","02012023","","1";
"876401","11","2","10","4","01072023","01092023","","1";
"876401","11","3","10","4","23122023","31122023","","1";
"876401","15","1","20","1","23122022","02012023","","1";
"876401","15","2","20","1","01072023","01092023","","1";
"876401","15","3","20","1","23122023","31122023","","1";
"876401","17","1","10","4","23122022","02012023","","1";
"876401","17","2","10","4","01072023","01092023","","1";
"876401","17","3","10","4","23122023","31122023","","1";
"876401","18","1","10","4","23122022","02012023","","1";
"876401","18","2","10","4","01072023","01092023","","1";
"876401","18","3","10","4","23122023","31122023","","1";
"876401","45","1","10","4","23122022","02012023","","1";
"876401","45","2","10","4","01072023","01092023","","1";
"876401","45","3","10","4","23122023","31122023","","1";
"876401","48","1","10","4","23122022","02012023","","1";
"876401","48","2","10","4","01072023","01092023","","1";
"876401","48","3","10","4","23122023","31122023","","1";
"876401","51","1","10","4","23122022","02012023","","1";
"876401","51","2","10","4","01072023","01092023","","1";
"876401","51","3","10","4","23122023","31122023","","1";
"876401","54","1","10","4","23122022","02012023","","1";
"876401","54","2","10","4","01072023","01092023","","1";
"876401","54","3","10","4","23122023","31122023","","1";
"876401","57","1","10","4","23122022","02012023","","1";
"876401","57","2","10","4","01072023","01092023","","1";
"876401","57","3","10","4","23122023","31122023","","1";
"876401","60","1","10","4","23122022","02012023","","1";
"876401","60","2","10","4","01072023","01092023","","1";
"876401","60","3","10","4","23122023","31122023","","1";
"876401","63","1","10","4","23122022","02012023","","1";
"876401","63","2","10","4","01072023","01092023","","1";
"876401","63","3","10","4","23122023","31122023","","1";
"876401","66","1","10","4","23122022","02012023","","1";
"876401","66","2","10","4","01072023","01092023","","1";
"876401","66","3","10","4","23122023","31122023","","1";
"876401","201","1","33","4","25122022","","","1";
"876401","201","2","33","4","01012023","","","1";
"876401","201","3","33","4","25122023","","","1";
"876401","202","1","33","4","25122022","","","1";
"876401","202","2","33","4","01012023","","","1";
"876401","202","3","33","4","25122023","","","1";
"876401","203","1","33","4","25122022","","","1";
"876401","203","2","33","4","01012023","","","1";
"876401","203","3","33","4","25122023","","","1";
"876401","205","1","33","4","25122022","","","1";
"876401","205","2","33","4","01012023","","","1";
"876401","205","3","33","4","25122023","","","1";
"876401","229","1","32","4","24122022","","","1";
"876401","229","2","32","4","31122022","","","1";
"876401","229","3","32","4","24122023","","","1";
"876401","229","4","32","4","31122023","","","1";
"876401","231","1","32","4","24122022","","","1";
"876401","231","2","32","4","31122022","","","1";
"876401","231","3","32","4","24122023","","","1";
"876401","231","4","32","4","31122023","","","1";
"876401","232","1","32","4","24122022","","","1";
"876401","232","2","32","4","31122022","","","1";
"876401","232","3","32","4","24122023","","","1";
"876401","232","4","32","4","31122023","","","1";
"876401","234","1","32","4","24122022","","","1";
"876401","234","2","32","4","31122022","","","1";
"876401","234","3","32","4","24122023","","","1";
"876401","234","4","32","4","31122023","","","1";
"876401","236","1","32","4","24122022","","","1";
"876401","236","2","32","4","31122022","","","1";
"876401","236","3","32","4","24122023","","","1";
"876401","236","4","32","4","31122023","","","1";
"876401","238","1","32","4","24122022","","","1";
"876401","238","2","32","4","31122022","","","1";
"876401","238","3","32","4","24122023","","","1";
"876401","238","4","32","4","31122023","","","1";
"876402","13","1","10","4","23122022","02012023","","1";
"876402","13","2","10","4","01072023","01092023","","1";
"876402","13","3","10","4","23122023","31122023","","1";
"876402","14","1","10","4","23122022","02012023","","1";
"876402","14","2","10","4","01072023","01092023","","1";
"876402","14","3","10","4","23122023","31122023","","1";
"876402","15","1","14","4","23122022","02012023","","1";
"876402","15","2","14","4","03022023","","","1";
"876402","15","3","14","4","13032023","19032023","","1";
"876402","15","4","14","4","06042023","","","1";
"876402","15","5","14","4","01072023","01092023","","1";
"876402","15","6","14","4","26102023","27102023","","1";
"876402","15","7","14","4","23122023","31122023","","1";
"876402","16","1","14","4","23122022","02012023","","1";
"876402","16","2","14","4","03022023","","","1";
"876402","16","3","14","4","13032023","19032023","","1";
"876402","16","4","14","4","06042023","","","1";
"876402","16","5","14","4","01072023","01092023","","1";
"876402","16","6","14","4","26102023","27102023","","1";
"876402","16","7","14","4","23122023","31122023","","1";
"876402","19","1","10","4","23122022","02012023","","1";
"876402","19","2","10","4","01072023","01092023","","1";
"876402","19","3","10","4","23122023","31122023","","1";
"876402","20","1","p","","","","spoj 20 pokraèuje dále jako linka 415 spoj 7 do zastávky Šumbark, toèna Petøvaldská","1";
"876402","20","2","14","4","23122022","02012023","","1";
"876402","20","3","14","4","03022023","","","1";
"876402","20","4","14","4","13032023","19032023","","1";
"876402","20","5","14","4","06042023","","","1";
"876402","20","6","14","4","01072023","01092023","","1";
"876402","20","7","14","4","26102023","27102023","","1";
"876402","20","8","14","4","23122023","31122023","","1";
"876402","21","1","20","1","23122022","02012023","","1";
"876402","21","2","20","1","01072023","01092023","","1";
"876402","21","3","20","1","23122023","31122023","","1";
"876402","22","1","10","4","23122022","02012023","","1";
"876402","22","2","10","4","01072023","01092023","","1";
"876402","22","3","10","4","23122023","31122023","","1";
"876402","23","1","20","1","23122022","02012023","","1";
"876402","23","2","20","1","01072023","01092023","","1";
"876402","23","3","20","1","23122023","31122023","","1";
"876402","24","1","20","1","23122022","02012023","","1";
"876402","24","2","20","1","01072023","01092023","","1";
"876402","24","3","20","1","23122023","31122023","","1";
"876402","25","1","10","4","23122022","02012023","","1";
"876402","25","2","10","4","01072023","01092023","","1";
"876402","25","3","10","4","23122023","31122023","","1";
"876402","27","1","10","4","23122022","02012023","","1";
"876402","27","2","10","4","01072023","01092023","","1";
"876402","27","3","10","4","23122023","31122023","","1";
"876402","29","1","20","1","23122022","02012023","","1";
"876402","29","2","20","1","01072023","01092023","","1";
"876402","29","3","20","1","23122023","31122023","","1";
"876402","36","1","10","4","23122022","02012023","","1";
"876402","36","2","10","4","01072023","01092023","","1";
"876402","36","3","10","4","23122023","31122023","","1";
"876402","37","1","10","4","23122022","02012023","","1";
"876402","37","2","10","4","01072023","01092023","","1";
"876402","37","3","10","4","23122023","31122023","","1";
"876402","39","1","20","1","23122022","02012023","","1";
"876402","39","2","20","1","01072023","01092023","","1";
"876402","39","3","20","1","23122023","31122023","","1";
"876402","40","1","10","4","23122022","02012023","","1";
"876402","40","2","10","4","01072023","01092023","","1";
