"876401","1","2","8","","","","","","0","","0445","","","1";
"876401","1","3","6","","","","","","1","","0446","","","1";
"876401","1","4","12","","","","","","1","","0447","","","1";
"876401","1","5","21","","","","","","1","","0448","","","1";
"876401","1","6","7","","","","","","","<","<","<","<","1";
"876401","1","7","13","","","","","","2","","0450","","","1";
"876401","1","8","1","","","","","","3","","0452","","","1";
"876401","1","9","9","","","","","","3","","0454","","","1";
"876401","1","10","2","","","","","","","<","<","<","<","1";
"876401","1","11","3","","","","","","4","","0455","","","1";
"876401","1","12","10","","","","","","4","","0456","","","1";
"876401","1","13","4","","","","","","5","","0458","","","1";
"876401","1","14","20","","","","","","6","","0459","","","1";
"876401","1","15","11","","","","","","","<","<","<","<","1";
"876401","1","16","5","","","","","","6","","0500","","","1";
"876401","1","17","19","","","","","","7","","0502","","","1";
"876401","1","18","18","","","","","","8","","0504","","","1";
"876401","1","19","16","","","","","","8","","0505","","","1";
"876401","1","20","17","","","","","","8","","0506","","","1";
"876401","1","21","15","","","","","","9","0508","","","","1";
"876401","2","2","8","","","","","","9","0433","","","","1";
"876401","2","3","6","","","","","","8","","0432","","","1";
"876401","2","4","12","","","","","","8","","0431","","","1";
"876401","2","5","21","","","","","","8","","0430","","","1";
"876401","2","6","7","","","","","","8","","0429","","","1";
"876401","2","7","13","","","","","","7","","0428","","","1";
"876401","2","8","1","","","","","","6","","0427","","","1";
"876401","2","9","9","","","","","","","<","<","<","<","1";
"876401","2","10","2","","","","","","6","","0426","","","1";
"876401","2","11","3","","","","","","5","","0424","","","1";
"876401","2","12","10","","","","","","5","","0423","","","1";
"876401","2","13","4","","","","","","4","","0421","","","1";
"876401","2","14","20","","","","","","3","","0419","","","1";
"876401","2","15","11","","","","","","3","","0418","","","1";
"876401","2","16","5","","","","","","3","","0417","","","1";
"876401","2","17","19","","","","","","2","","0416","","","1";
"876401","2","18","18","","","","","","1","","0414","","","1";
"876401","2","19","16","","","","","","1","","0413","","","1";
"876401","2","20","17","","","","","","1","","0412","","","1";
"876401","2","21","15","","","","","","0","","0411","","","1";
"876401","3","1","14","","","","","","0","","0511","","","1";
"876401","3","2","8","","","","","","1","","0513","","","1";
"876401","3","3","6","","","","","","2","","0514","","","1";
"876401","3","4","12","","","","","","2","","0515","","","1";
"876401","3","5","21","","","","","","2","","0517","","","1";
"876401","3","6","7","","","","","","","<","<","<","<","1";
"876401","3","7","13","","","","","","3","","0519","","","1";
"876401","3","8","1","","","","","","4","","0521","","","1";
"876401","3","9","9","","","","","","4","","0523","","","1";
"876401","3","10","2","","","","","","","<","<","<","<","1";
"876401","3","11","3","","","","","","5","","0525","","","1";
"876401","3","12","10","","","","","","5","","0526","","","1";
"876401","3","13","4","","","","","","6","","0529","","","1";
"876401","3","14","20","","","","","","7","","0530","","","1";
"876401","3","15","11","","","","","","","<","<","<","<","1";
"876401","3","16","5","","","","","","7","","0531","","","1";
"876401","3","17","19","","","","","","8","","0533","","","1";
"876401","3","18","18","","","","","","9","","0535","","","1";
"876401","3","19","16","","","","","","9","","0536","","","1";
"876401","3","20","17","","","","","","9","","0537","","","1";
"876401","3","21","15","","","","","","10","0539","","","","1";
"876401","4","1","14","","","","","","10","0509","","","","1";
"876401","4","2","8","","","","","","9","","0507","","","1";
"876401","4","3","6","","","","","","8","","0506","","","1";
