"876408","1","1","5","","","","","","0","","0030","","","1";
"876408","1","2","7","","","","","","1","","0031","","","1";
"876408","1","3","6","","","","","","1","","0032","","","1";
"876408","1","4","20","","","","","","2","","0033","","","1";
"876408","1","5","8","","","","","","2","","0034","","","1";
"876408","1","6","2","","","","","","2","","0035","","","1";
"876408","1","7","21","","","","","","2","","0036","","","1";
"876408","1","8","1","","","","","","2","","0037","","","1";
"876408","1","9","11","","","","","","3","","0038","","","1";
"876408","1","10","3","","","","","","4","","0039","","","1";
"876408","1","11","12","","","","","","4","","0040","","","1";
"876408","1","12","4","","","","","","5","","0042","","","1";
"876408","1","13","27","","","","","","6","","0043","","","1";
"876408","1","14","14","","","","","","6","","0044","","","1";
"876408","1","15","25","","","","","","7","","0046","","","1";
"876408","1","16","23","","","","","","7","","0047","","","1";
"876408","1","17","24","","","","","","7","","0048","","","1";
"876408","1","18","22","","","","","","8","","0049","","","1";
"876408","1","19","16","","","","","","10","","0052","","","1";
"876408","1","20","15","","","","","","10","","0053","","","1";
"876408","1","21","26","","","","","","11","","0054","","","1";
"876408","1","22","19","","","","","","13","","0056","","","1";
"876408","1","23","18","","","","","","13","","0057","","","1";
"876408","1","24","17","","","","","","13","","0058","","","1";
"876408","1","25","9","","","","","","14","","0059","","","1";
"876408","1","26","10","","","","","","14","","0100","","","1";
"876408","1","27","13","","","","","","14","","0101","","","1";
"876408","1","28","27","","","","","","14","","0102","","","1";
"876408","1","29","4","","","","","","15","","0103","","","1";
"876408","1","30","12","","","","","","16","","0105","","","1";
"876408","1","31","3","","","","","","16","","0106","","","1";
"876408","1","32","11","","","","","","17","","0107","","","1";
"876408","1","33","1","","","","","","18","","0108","","","1";
"876408","1","34","21","","","","","","18","","0109","","","1";
"876408","1","35","2","","","","","","18","","0110","","","1";
"876408","1","36","8","","","","","","18","","0111","","","1";
"876408","1","37","6","","","","","","19","","0112","","","1";
"876408","1","38","7","","","","","","19","","0113","","","1";
"876408","1","39","5","","","","","","20","0115","","","","1";
"876408","3","1","5","","","","","","0","","0130","","","1";
"876408","3","2","7","","","","","","1","","0131","","","1";
"876408","3","3","6","","","","","","1","","0132","","","1";
"876408","3","4","20","","","","","","2","","0133","","","1";
"876408","3","5","8","","","","","","2","","0134","","","1";
