"876406","1","1","2","","","","","","0","","0435","","","1";
"876406","1","2","10","","","","","","1","","0437","","","1";
"876406","1","3","11","","","","","","1","","0438","","","1";
"876406","1","4","12","","","","","","1","","0439","","","1";
"876406","1","5","9","","","","","","1","","0440","","","1";
"876406","1","6","6","","","","","","2","","0442","","","1";
"876406","1","7","1","","","","","","3","","0443","","","1";
"876406","1","8","7","","","","","","3","","0444","","","1";
"876406","1","9","13","","","","","","5","","0446","","","1";
"876406","1","10","14","","","","","","5","","0447","","","1";
"876406","1","11","15","","","","","","5","","0448","","","1";
"876406","1","12","16","","","","","","6","","0449","","","1";
"876406","1","13","4","","","","","","7","","0450","","","1";
"876406","1","14","18","","","","","","7","","0451","","","1";
"876406","1","15","8","","","","","","7","","0452","","","1";
"876406","1","16","3","","","","","","7","","0453","","","1";
"876406","1","17","5","","","","","","8","","0454","","","1";
"876406","1","18","17","","","","","","9","0456","","","","1";
"876406","2","1","2","","","","","","8","0451","","","","1";
"876406","2","2","10","","","","","","7","","0449","","","1";
"876406","2","3","11","","","","","","7","","0448","","","1";
"876406","2","4","12","","","","","","7","","0447","","","1";
"876406","2","5","9","","","","","","7","","0446","","","1";
"876406","2","6","6","","","","","","6","","0444","","","1";
"876406","2","7","1","","","","","","5","","0443","","","1";
"876406","2","8","7","","","","","","5","","0442","","","1";
"876406","2","9","13","","","","","","3","","0439","","","1";
"876406","2","10","14","","","","","","3","","0438","","","1";
"876406","2","11","15","","","","","","3","","0437","","","1";
"876406","2","12","16","","","","","","2","","0435","","","1";
"876406","2","13","4","","","","","","","<","<","<","<","1";
"876406","2","14","18","","","","","","1","","0433","","","1";
"876406","2","15","8","","","","","","1","","0432","","","1";
"876406","2","16","3","","","","","","1","","0431","","","1";
"876406","2","17","5","","","","","","0","","0430","","","1";
"876406","3","1","2","","","","","","0","","0513","","","1";
"876406","3","2","10","","","","","","1","","0515","","","1";
"876406","3","3","11","","","","","","1","","0516","","","1";
"876406","3","4","12","","","","","","1","","0517","","","1";
"876406","3","5","9","","","","","","1","","0519","","","1";
"876406","3","6","6","","","","","","2","","0522","","","1";
"876406","3","7","1","","","","","","3","","0524","","","1";
"876406","3","8","7","","","","","","3","","0525","","","1";
"876406","3","9","13","","","","","","5","","0527","","","1";
"876406","3","10","14","","","","","","5","","0528","","","1";
"876406","3","11","15","","","","","","5","","0529","","","1";
"876406","3","12","16","","","","","","6","","0531","","","1";
"876406","3","13","4","","","","","","7","","0532","","","1";
"876406","3","14","18","","","","","","7","","0533","","","1";
"876406","3","15","8","","","","","","7","","0534","","","1";
"876406","3","16","3","","","","","","7","","0535","","","1";
"876406","3","17","5","","","","","","8","","0536","","","1";
"876406","3","18","17","","","","","","9","0538","","","","1";
"876406","4","1","2","","","","","","9","0520","","","","1";
"876406","4","2","10","","","","","","8","","0518","","","1";
"876406","4","3","11","","","","","","8","","0517","","","1";
"876406","4","4","12","","","","","","8","","0516","","","1";
"876406","4","5","9","","","","","","8","","0515","","","1";
"876406","4","6","6","","","","","","7","","0513","","","1";
"876406","4","7","1","","","","","","6","","0512","","","1";
"876406","4","8","7","","","","","","6","","0511","","","1";
"876406","4","9","13","","","","","","4","","0508","","","1";
"876406","4","10","14","","","","","","4","","0507","","","1";
"876406","4","11","15","","","","","","4","","0506","","","1";
"876406","4","12","16","","","","","","3","","0504","","","1";
"876406","4","13","4","","","","","","","<","<","<","<","1";
"876406","4","14","18","","","","","","2","","0502","","","1";
"876406","4","15","8","","","","","","2","","0500","","","1";
"876406","4","16","3","","","","","","2","","0459","","","1";
"876406","4","17","5","","","","","","1","","0458","","","1";
"876406","4","18","17","","","","","","0","","0456","","","1";
"876406","5","1","2","","","","","","0","","0543","","","1";
"876406","5","2","10","","","","","","1","","0545","","","1";
"876406","5","3","11","","","","","","1","","0546","","","1";
"876406","5","4","12","","","","","","1","","0547","","","1";
"876406","5","5","9","","","","","","1","","0549","","","1";
"876406","5","6","6","","","","","","2","","0552","","","1";
"876406","5","7","1","","","","","","3","","0554","","","1";
"876406","5","8","7","","","","","","3","","0555","","","1";
"876406","5","9","13","","","","","","5","","0557","","","1";
"876406","5","10","14","","","","","","5","","0558","","","1";
"876406","5","11","15","","","","","","5","","0559","","","1";
"876406","5","12","16","","","","","","6","","0601","","","1";
"876406","5","13","4","","","","","","7","","0602","","","1";
"876406","5","14","18","","","","","","7","","0603","","","1";
"876406","5","15","8","","","","","","7","","0604","","","1";
"876406","5","16","3","","","","","","7","","0605","","","1";
"876406","5","17","5","","","","","","8","","0606","","","1";
"876406","5","18","17","","","","","","9","0608","","","","1";
"876406","6","1","2","","","","","","8","0550","","","","1";
"876406","6","2","10","","","","","","7","","0548","","","1";
"876406","6","3","11","","","","","","7","","0547","","","1";
"876406","6","4","12","","","","","","7","","0546","","","1";
"876406","6","5","9","","","","","","7","","0545","","","1";
"876406","6","6","6","","","","","","6","","0543","","","1";
"876406","6","7","1","","","","","","5","","0542","","","1";
"876406","6","8","7","","","","","","5","","0541","","","1";
"876406","6","9","13","","","","","","3","","0538","","","1";
"876406","6","10","14","","","","","","3","","0537","","","1";
"876406","6","11","15","","","","","","3","","0536","","","1";
"876406","6","12","16","","","","","","2","","0534","","","1";
"876406","6","13","4","","","","","","","<","<","<","<","1";
"876406","6","14","18","","","","","","1","","0532","","","1";
"876406","6","15","8","","","","","","1","","0530","","","1";
"876406","6","16","3","","","","","","1","","0529","","","1";
"876406","6","17","5","","","","","","0","","0528","","","1";
"876406","7","1","2","","","","","","0","","0613","","","1";
"876406","7","2","10","","","","","","1","","0615","","","1";
"876406","7","3","11","","","","","","1","","0616","","","1";
"876406","7","4","12","","","","","","1","","0617","","","1";
"876406","7","5","9","","","","","","1","","0619","","","1";
"876406","7","6","6","","","","","","2","","0622","","","1";
"876406","7","7","1","","","","","","3","","0624","","","1";
"876406","7","8","7","","","","","","3","","0625","","","1";
"876406","7","9","13","","","","","","5","","0627","","","1";
"876406","7","10","14","","","","","","5","","0628","","","1";
"876406","7","11","15","","","","","","5","","0629","","","1";
"876406","7","12","16","","","","","","6","","0631","","","1";
"876406","7","13","4","","","","","","7","","0632","","","1";
"876406","7","14","18","","","","","","7","","0633","","","1";
"876406","7","15","8","","","","","","7","","0634","","","1";
"876406","7","16","3","","","","","","7","","0635","","","1";
"876406","7","17","5","","","","","","8","","0636","","","1";
"876406","7","18","17","","","","","","9","0638","","","","1";
"876406","8","1","2","","","","","","8","0620","","","","1";
"876406","8","2","10","","","","","","7","","0618","","","1";
"876406","8","3","11","","","","","","7","","0617","","","1";
"876406","8","4","12","","","","","","7","","0616","","","1";
"876406","8","5","9","","","","","","7","","0615","","","1";
"876406","8","6","6","","","","","","6","","0613","","","1";
"876406","8","7","1","","","","","","5","","0612","","","1";
"876406","8","8","7","","","","","","5","","0611","","","1";
"876406","8","9","13","","","","","","3","","0608","","","1";
"876406","8","10","14","","","","","","3","","0607","","","1";
"876406","8","11","15","","","","","","3","","0606","","","1";
"876406","8","12","16","","","","","","2","","0604","","","1";
"876406","8","13","4","","","","","","","<","<","<","<","1";
"876406","8","14","18","","","","","","1","","0602","","","1";
"876406","8","15","8","","","","","","1","","0600","","","1";
"876406","8","16","3","","","","","","1","","0559","","","1";
"876406","8","17","5","","","","","","0","","0558","","","1";
"876406","9","1","2","","","","","","0","","0642","","","1";
"876406","9","2","10","","","","","","1","","0644","","","1";
"876406","9","3","11","","","","","","1","","0645","","","1";
"876406","9","4","12","","","","","","1","","0646","","","1";
"876406","9","5","9","","","","","","1","","0648","","","1";
"876406","9","6","6","","","","","","2","","0651","","","1";
"876406","9","7","1","","","","","","3","","0653","","","1";
"876406","9","8","7","","","","","","3","","0654","","","1";
"876406","9","9","13","","","","","","5","","0656","","","1";
"876406","9","10","14","","","","","","5","","0657","","","1";
"876406","9","11","15","","","","","","5","","0658","","","1";
"876406","9","12","16","","","","","","6","","0700","","","1";
"876406","9","13","4","","","","","","7","","0701","","","1";
"876406","9","14","18","","","","","","7","","0702","","","1";
"876406","9","15","8","","","","","","7","","0703","","","1";
"876406","9","16","3","","","","","","7","","0704","","","1";
"876406","9","17","5","","","","","","8","","0706","","","1";
"876406","9","18","17","","","","","","9","0708","","","","1";
"876406","10","1","2","","","","","","8","0650","","","","1";
"876406","10","2","10","","","","","","7","","0648","","","1";
"876406","10","3","11","","","","","","7","","0647","","","1";
"876406","10","4","12","","","","","","7","","0646","","","1";
"876406","10","5","9","","","","","","7","","0645","","","1";
"876406","10","6","6","","","","","","6","","0643","","","1";
"876406","10","7","1","","","","","","5","","0642","","","1";
"876406","10","8","7","","","","","","5","","0641","","","1";
"876406","10","9","13","","","","","","3","","0638","","","1";
"876406","10","10","14","","","","","","3","","0637","","","1";
"876406","10","11","15","","","","","","3","","0636","","","1";
"876406","10","12","16","","","","","","2","","0634","","","1";
"876406","10","13","4","","","","","","","<","<","<","<","1";
"876406","10","14","18","","","","","","1","","0632","","","1";
"876406","10","15","8","","","","","","1","","0630","","","1";
"876406","10","16","3","","","","","","1","","0629","","","1";
"876406","10","17","5","","","","","","0","","0628","","","1";
"876406","11","1","2","","","","","","0","","0702","","","1";
"876406","11","2","10","","","","","","1","","0704","","","1";
"876406","11","3","11","","","","","","1","","0705","","","1";
"876406","11","4","12","","","","","","1","","0706","","","1";
"876406","11","5","9","","","","","","1","","0708","","","1";
"876406","11","6","6","","","","","","2","","0711","","","1";
"876406","11","7","1","","","","","","3","","0713","","","1";
"876406","11","8","7","","","","","","3","","0714","","","1";
"876406","11","9","13","","","","","","5","","0716","","","1";
"876406","11","10","14","","","","","","5","","0717","","","1";
"876406","11","11","15","","","","","","5","","0718","","","1";
"876406","11","12","16","","","","","","6","","0720","","","1";
"876406","11","13","4","","","","","","7","","0721","","","1";
"876406","11","14","18","","","","","","7","","0722","","","1";
"876406","11","15","8","","","","","","7","","0723","","","1";
"876406","11","16","3","","","","","","7","","0724","","","1";
"876406","11","17","5","","","","","","8","","0726","","","1";
"876406","11","18","17","","","","","","9","0728","","","","1";
"876406","12","1","2","","","","","","9","0738","","","","1";
"876406","12","2","10","","","","","","8","","0736","","","1";
"876406","12","3","11","","","","","","8","","0735","","","1";
"876406","12","4","12","","","","","","8","","0734","","","1";
"876406","12","5","9","","","","","","8","","0733","","","1";
"876406","12","6","6","","","","","","7","","0731","","","1";
"876406","12","7","1","","","","","","6","","0729","","","1";
"876406","12","8","7","","","","","","6","","0727","","","1";
"876406","12","9","13","","","","","","4","","0724","","","1";
"876406","12","10","14","","","","","","4","","0723","","","1";
"876406","12","11","15","","","","","","4","","0722","","","1";
"876406","12","12","16","","","","","","3","","0721","","","1";
"876406","12","13","4","","","","","","","<","<","<","<","1";
"876406","12","14","18","","","","","","2","","0718","","","1";
"876406","12","15","8","","","","","","2","","0716","","","1";
"876406","12","16","3","","","","","","2","","0715","","","1";
"876406","12","17","5","","","","","","1","","0714","","","1";
"876406","12","18","17","","","","","","0","","0711","","","1";
"876406","13","1","2","","","","","","0","","0712","","","1";
"876406","13","2","10","","","","","","1","","0714","","","1";
"876406","13","3","11","","","","","","1","","0715","","","1";
