"805002","1","1","5","","","","","","0","","0640","","","1";
"805002","1","2","6","","","","","","1","","0642","","","1";
"805002","1","3","7","","","","","","2","","0644","","","1";
"805002","1","4","13","","","","","","2","","0645","","","1";
"805002","1","5","9","","","","","","3","","0647","","","1";
"805002","1","6","10","","","","","","4","","0649","","","1";
"805002","1","7","12","","","","","","5","","0651","","","1";
"805002","1","8","11","","","","","","5","","0653","","","1";
"805002","1","9","8","","","","","","6","","0655","","","1";
"805002","1","10","3","","","","","","7","","0657","","","1";
"805002","1","11","1","","","","","","8","","0659","","","1";
"805002","1","12","2","","","","","","9","","0701","","","1";
"805002","1","13","4","","","","","","10","","0703","","","1";
"805002","1","14","7","","","","","","11","","0705","","","1";
"805002","1","15","14","","","","","","12","","0707","","","1";
"805002","1","16","5","","","","","","13","0709","","","","1";
"805002","3","1","5","","","","","","0","","0710","","","1";
"805002","3","2","6","","","","","","1","","0712","","","1";
"805002","3","3","7","","","","","","2","","0714","","","1";
"805002","3","4","13","","","","","","2","","0715","","","1";
"805002","3","5","9","","","","","","3","","0717","","","1";
"805002","3","6","10","","","","","","4","","0719","","","1";
"805002","3","7","12","","","","","","5","","0721","","","1";
"805002","3","8","11","","","","","","5","","0723","","","1";
"805002","3","9","8","","","","","","6","","0725","","","1";
"805002","3","10","3","","","","","","7","","0727","","","1";
"805002","3","11","1","","","","","","8","","0729","","","1";
"805002","3","12","2","","","","","","9","","0731","","","1";
"805002","3","13","4","","","","","","10","","0733","","","1";
"805002","3","14","7","","","","","","11","","0735","","","1";
"805002","3","15","14","","","","","","12","","0737","","","1";
"805002","3","16","5","","","","","","13","0739","","","","1";
"805002","5","1","5","","","","","","0","","0810","","","1";
"805002","5","2","6","","","","","","1","","0812","","","1";
"805002","5","3","7","","","","","","2","","0814","","","1";
"805002","5","4","13","","","","","","2","","0815","","","1";
"805002","5","5","9","","","","","","3","","0817","","","1";
"805002","5","6","10","","","","","","4","","0819","","","1";
"805002","5","7","12","","","","","","5","","0821","","","1";
"805002","5","8","11","","","","","","5","","0823","","","1";
"805002","5","9","8","","","","","","6","","0825","","","1";
"805002","5","10","3","","","","","","7","","0827","","","1";
"805002","5","11","1","","","","","","8","","0829","","","1";
"805002","5","12","2","","","","","","9","","0831","","","1";
"805002","5","13","4","","","","","","10","","0833","","","1";
"805002","5","14","7","","","","","","11","","0835","","","1";
"805002","5","15","14","","","","","","12","","0837","","","1";
"805002","5","16","5","","","","","","13","0839","","","","1";
"805002","7","1","5","","","","","","0","","0910","","","1";
"805002","7","2","6","","","","","","1","","0912","","","1";
"805002","7","3","7","","","","","","2","","0914","","","1";
"805002","7","4","13","","","","","","2","","0915","","","1";
"805002","7","5","9","","","","","","3","","0917","","","1";
"805002","7","6","10","","","","","","4","","0919","","","1";
"805002","7","7","12","","","","","","5","","0921","","","1";
"805002","7","8","11","","","","","","5","","0923","","","1";
"805002","7","9","8","","","","","","6","","0925","","","1";
"805002","7","10","3","","","","","","7","","0927","","","1";
"805002","7","11","1","","","","","","8","","0929","","","1";
"805002","7","12","2","","","","","","9","","0931","","","1";
"805002","7","13","4","","","","","","10","","0933","","","1";
"805002","7","14","7","","","","","","11","","0935","","","1";
"805002","7","15","14","","","","","","12","","0937","","","1";
"805002","7","16","5","","","","","","13","0939","","","","1";
"805002","9","1","5","","","","","","0","","1010","","","1";
"805002","9","2","6","","","","","","1","","1012","","","1";
"805002","9","3","7","","","","","","2","","1014","","","1";
"805002","9","4","13","","","","","","2","","1015","","","1";
"805002","9","5","9","","","","","","3","","1017","","","1";
