"876413","9","1","10","4","23122022","02012023","","1";
"876413","9","2","10","4","01072023","01092023","","1";
"876413","9","3","10","4","23122023","31122023","","1";
"876413","10","1","20","1","23122022","02012023","","1";
"876413","10","2","20","1","01072023","01092023","","1";
"876413","10","3","20","1","23122023","31122023","","1";
"876413","12","1","10","4","23122022","02012023","","1";
"876413","12","2","10","4","01072023","01092023","","1";
"876413","12","3","10","4","23122023","31122023","","1";
"876413","13","1","10","4","23122022","02012023","","1";
"876413","13","2","10","4","01072023","01092023","","1";
"876413","13","3","10","4","23122023","31122023","","1";
"876413","14","1","10","4","23122022","02012023","","1";
"876413","14","2","10","4","01072023","01092023","","1";
"876413","14","3","10","4","23122023","31122023","","1";
"876413","20","1","10","4","23122022","02012023","","1";
"876413","20","2","10","4","01072023","01092023","","1";
"876413","20","3","10","4","23122023","31122023","","1";
"876413","23","1","10","4","23122022","02012023","","1";
"876413","23","2","10","4","01072023","01092023","","1";
"876413","23","3","10","4","23122023","31122023","","1";
"876413","32","1","10","4","23122022","02012023","","1";
"876413","32","2","10","4","01072023","01092023","","1";
"876413","32","3","10","4","23122023","31122023","","1";
"876413","43","1","10","4","23122022","02012023","","1";
"876413","43","2","10","4","01072023","01092023","","1";
"876413","43","3","10","4","23122023","31122023","","1";
"876413","47","1","10","4","23122022","02012023","","1";
"876413","47","2","10","4","01072023","01092023","","1";
"876413","47","3","10","4","23122023","31122023","","1";
"876413","52","1","10","4","23122022","02012023","","1";
"876413","52","2","10","4","01072023","01092023","","1";
"876413","52","3","10","4","23122023","31122023","","1";
"876413","58","1","10","4","23122022","02012023","","1";
"876413","58","2","10","4","01072023","01092023","","1";
"876413","58","3","10","4","23122023","31122023","","1";
"876413","63","1","14","4","23122022","02012023","","1";
"876413","63","2","14","4","03022023","","","1";
"876413","63","3","14","4","13032023","19032023","","1";
"876413","63","4","14","4","06042023","","","1";
"876413","63","5","14","4","01072023","01092023","","1";
"876413","63","6","14","4","26102023","27102023","","1";
"876413","63","7","14","4","23122023","31122023","","1";
"876413","70","1","14","4","23122022","02012023","","1";
"876413","70","2","14","4","03022023","","","1";
"876413","70","3","14","4","13032023","19032023","","1";
"876413","70","4","14","4","06042023","","","1";
"876413","70","5","14","4","01072023","01092023","","1";
"876413","70","6","14","4","26102023","27102023","","1";
"876413","70","7","14","4","23122023","31122023","","1";
"876413","201","1","33","4","25122022","","","1";
"876413","201","2","33","4","01012023","","","1";
"876413","201","3","33","4","25122023","","","1";
"876413","202","1","33","4","25122022","","","1";
"876413","202","2","33","4","01012023","","","1";
"876413","202","3","33","4","25122023","","","1";
"876413","223","1","32","4","24122022","","","1";
"876413","223","2","32","4","31122022","","","1";
"876413","223","3","32","4","24122023","","","1";
"876413","223","4","32","4","31122023","","","1";
"876413","224","1","32","4","24122022","","","1";
"876413","224","2","32","4","31122022","","","1";
"876413","224","3","32","4","24122023","","","1";
"876413","224","4","32","4","31122023","","","1";
"876413","227","1","32","4","24122022","","","1";
"876413","227","2","32","4","31122022","","","1";
"876413","227","3","32","4","24122023","","","1";
"876413","227","4","32","4","31122023","","","1";
"876413","228","1","32","4","24122022","","","1";
"876413","228","2","32","4","31122022","","","1";
"876413","228","3","32","4","24122023","","","1";
"876413","228","4","32","4","31122023","","","1";
"876413","229","1","32","4","24122022","","","1";
"876413","229","2","32","4","31122022","","","1";
"876413","229","3","32","4","24122023","","","1";
"876413","229","4","32","4","31122023","","","1";
"876413","230","1","32","4","24122022","","","1";
"876413","230","2","32","4","31122022","","","1";
"876413","230","3","32","4","24122023","","","1";
"876413","230","4","32","4","31122023","","","1";
"876413","231","1","32","4","24122022","","","1";
"876413","231","2","32","4","31122022","","","1";
"876413","231","3","32","4","24122023","","","1";
"876413","231","4","32","4","31122023","","","1";
"876413","232","1","32","4","24122022","","","1";
"876413","232","2","32","4","31122022","","","1";
"876413","232","3","32","4","24122023","","","1";
"876413","232","4","32","4","31122023","","","1";
"876413","233","1","32","4","24122022","","","1";
"876413","233","2","32","4","31122022","","","1";
"876413","233","3","32","4","24122023","","","1";
"876413","233","4","32","4","31122023","","","1";
"876413","234","1","32","4","24122022","","","1";
"876413","234","2","32","4","31122022","","","1";
"876413","234","3","32","4","24122023","","","1";
"876413","234","4","32","4","31122023","","","1";
