"400621","1","108","27004","","","","","1";
"400621","2","108","27005","","","","","1";
"400621","3","108","27013","","","","","1";
"400621","4","108","64369","","3","","","1";
"400621","5","108,105","20576","","","","","1";
"400621","6","105","20577","","3","","","1";
"400621","7","105","20583","","3","","","1";
"400621","8","105","10080","","3","","","1";
"400621","9","105","20582","","","","","1";
"400621","10","105","10087","","","","","1";
"400621","11","105","10077","","","","","1";
"400621","12","105","10101","","","","","1";
"400621","13","105,104","16825","","","","","1";
"400621","14","104","32699","","","","","1";
"400621","15","104","32688","","","","","1";
"400621","16","104","32693","","","","","1";
"400621","17","104","32698","","","","","1";
"400621","18","104","9304","","","","","1";
"400621","19","104","9305","","","","","1";
"400631","1","106","6941","","","","","1";
"400631","2","106","6929","","","","","1";
"400631","3","106","6932","","","","","1";
"400631","4","106","20587","","3","","","1";
"400631","5","106,105","20580","","3","","","1";
"400631","6","105","10077","","","","","1";
"400631","7","105","10086","","","","","1";
"400631","8","105","10101","","","","","1";
"400631","9","105,104","16825","","","","","1";
"400631","10","104","32699","","","","","1";
"400631","11","104","32688","","","","","1";
"400631","12","104","32698","","","","","1";
"400631","13","104","32691","","","","","1";
"400631","14","104","9773","","","","","1";
"400631","15","104","9306","","","","","1";
"400631","16","104","9308","","3","","","1";
"400631","17","104","9304","","","","","1";
"400631","18","104","9305","","","","","1";
"400631","19","104,103","33156","","","","","1";
"400631","20","104,103","33160","","","","","1";
"400631","21","103","33164","","","","","1";
"400632","1","143","45850","","","","","1";
"400632","2","143","10300","","3","","","1";
"400632","3","143","10310","","","","","1";
"400632","4","143","46583","","3","","","1";
"400632","5","143","45658","","","","","1";
"400632","6","143","45657","","","","","1";
"400632","7","143","45723","","","","","1";
"400632","8","143","720","","","","","1";
"400632","9","143","717","","3","","","1";
"400632","10","143","45664","","3","","","1";
"400632","11","143","45663","","","","","1";
"400632","12","143","45662","","3","","","1";
"400632","13","143","45661","","3","","","1";
"400632","14","143","45659","","3","","","1";
"400632","15","143,142","728","","","","","1";
"400633","1","108","27005","","","","","1";
"400633","2","108","27004","","","","","1";
