"876417","1","1","14","","","","","","","","","","1";
"876417","2","1","14","","","","","","","","","","1";
"876417","3","1","14","","","","","","","","","","1";
"876417","4","1","14","","","","","","","","","","1";
"876417","5","1","14","","","","","","","","","","1";
"876417","6","1","14","","","","","","","","","","1";
"876417","7","1","14","","","","","","","","","","1";
"876417","8","1","14","","","","","","","","","","1";
"876417","9","1","14","","","","","","","","","","1";
"876417","10","1","14","","","","","","","","","","1";
"876417","11","1","14","","","","","","","","","","1";
"876417","12","1","14","","","","","","","","","","1";
"876417","13","1","14","","","","","","","","","","1";
"876417","14","1","14","","","","","","","","","","1";
"876417","15","1","14","","","","","","","","","","1";
"876417","16","1","14","","","","","","","","","","1";
"876417","17","1","14","","","","","","","","","","1";
"876417","18","1","14","","","","","","","","","","1";
"876417","19","1","14","","","","","","","","","","1";
"876417","20","1","14","","","","","","","","","","1";
"876417","21","1","14","","","","","","","","","","1";
"876417","22","1","14","","","","","","","","","","1";
"876417","23","1","14","","","","","","","","","","1";
"876417","24","1","14","","","","","","","","","","1";
"876417","25","1","14","","","","","","","","","","1";
"876417","26","1","14","","","","","","","","","","1";
"876417","27","1","14","","","","","","","","","","1";
"876417","28","1","14","","","","","","","","","","1";
"876417","29","1","14","","","","","","","","","","1";
"876417","30","1","14","","","","","","","","","","1";
"876417","33","1","14","","","","","","","","","","1";
"876417","34","1","14","","","","","","","","","","1";
"876417","35","1","14","","","","","","","","","","1";
"876417","36","1","14","","","","","","","","","","1";
"876417","37","1","14","","","","","","","","","","1";
"876417","38","1","14","","","","","","","","","","1";
"876417","39","1","14","","","","","","","","","","1";
"876417","40","1","14","","","","","","","","","","1";
"876417","41","1","14","","","","","","","","","","1";
"876417","42","1","14","","","","","","","","","","1";
"876417","43","1","14","","","","","","","","","","1";
"876417","44","1","14","","","","","","","","","","1";
"876417","45","1","14","","","","","","","","","","1";
"876417","46","1","14","","","","","","","","","","1";
"876417","47","1","14","","","","","","","","","","1";
"876417","48","1","14","","","","","","","","","","1";
"876417","49","1","14","","","","","","","","","","1";
"876417","50","1","14","","","","","","","","","","1";
"876417","51","1","14","","","","","","","","","","1";
"876417","52","1","14","","","","","","","","","","1";
"876417","54","1","14","","","","","","","","","","1";
"876417","201","8","2","14","","","","","","","","","1";
"876417","202","8","2","14","","","","","","","","","1";
"876417","203","8","2","14","","","","","","","","","1";
"876417","204","8","2","14","","","","","","","","","1";
"876417","205","8","2","14","","","","","","","","","1";
"876417","206","8","2","14","","","","","","","","","1";
"876417","207","8","2","14","","","","","","","","","1";
"876417","208","8","2","14","","","","","","","","","1";
"876417","209","8","2","14","","","","","","","","","1";
"876417","210","8","2","14","","","","","","","","","1";
"876417","211","8","2","14","","","","","","","","","1";
"876417","212","8","2","14","","","","","","","","","1";
"876417","214","8","2","14","","","","","","","","","1";
