"876402","1","15","28","","","","","","0","","0400","","","1";
"876402","1","16","10","","","","","","","<","<","<","<","1";
"876402","1","17","22","","","","","","1","","0401","","","1";
"876402","1","18","7","","","","","","2","","0403","","","1";
"876402","1","19","29","","","","","","2","","0404","","","1";
"876402","1","20","16","","","","","","2","","0405","","","1";
"876402","1","21","14","","","","","","3","","0406","","","1";
"876402","1","22","17","","","","","","3","","0407","","","1";
"876402","1","23","15","","","","","","4","","0408","","","1";
"876402","1","24","5","","","","","","5","","0409","","","1";
"876402","1","25","4","","","","","","6","","0410","","","1";
"876402","1","26","2","","","","","","7","","0411","","","1";
"876402","1","27","3","","","","","","8","","0413","","","1";
"876402","1","28","1","","","","","","8","","0414","","","1";
"876402","1","29","6","","","","","","9","0415","","","","1";
"876402","2","16","10","","","","","","7","0411","","","","1";
"876402","2","17","22","","","","","","6","","0409","","","1";
"876402","2","18","7","","","","","","5","","0408","","","1";
"876402","2","19","29","","","","","","5","","0407","","","1";
"876402","2","20","16","","","","","","5","","0406","","","1";
"876402","2","21","14","","","","","","4","","0405","","","1";
"876402","2","22","17","","","","","","4","","0404","","","1";
"876402","2","23","15","","","","","","3","","0403","","","1";
"876402","2","24","5","","","","","","2","","0401","","","1";
"876402","2","25","4","","","","","","1","","0400","","","1";
"876402","2","26","2","","","","","","0","","0359","","","1";
"876402","3","15","28","","","","","","0","","0428","","","1";
"876402","3","16","10","","","","","","","<","<","<","<","1";
"876402","3","17","22","","","","","","1","","0429","","","1";
"876402","3","18","7","","","","","","2","","0431","","","1";
"876402","3","19","29","","","","","","2","","0432","","","1";
"876402","3","20","16","","","","","","2","","0433","","","1";
"876402","3","21","14","","","","","","3","","0434","","","1";
"876402","3","22","17","","","","","","3","","0435","","","1";
"876402","3","23","15","","","","","","4","","0436","","","1";
"876402","3","24","5","","","","","","5","","0437","","","1";
"876402","3","25","4","","","","","","6","","0438","","","1";
"876402","3","26","2","","","","","","7","","0439","","","1";
"876402","3","27","3","","","","","","8","","0441","","","1";
"876402","3","28","1","","","","","","8","","0442","","","1";
"876402","3","29","6","","","","","","9","0443","","","","1";
"876402","4","1","25","","","","","","15","0452","","","","1";
"876402","4","2","24","","","","","","15","","0451","","","1";
"876402","4","3","23","","","","","","15","","0450","","","1";
"876402","4","4","11","","","","","","","<","<","<","<","1";
"876402","4","5","12","","","","","","14","","0448","","","1";
"876402","4","6","13","","","","","","14","","0447","","","1";
"876402","4","7","21","","","","","","","<","<","<","<","1";
"876402","4","8","30","","","","","","14","","0446","","","1";
"876402","4","9","9","","","","","","13","","0445","","","1";
"876402","4","10","20","","","","","","12","","0443","","","1";
"876402","4","11","8","","","","","","12","","0442","","","1";
"876402","4","12","19","","","","","","11","","0441","","","1";
"876402","4","13","27","","","","","","10","","0439","","","1";
"876402","4","14","26","","","","","","10","","0438","","","1";
"876402","4","15","28","","","","","","9","","0437","","","1";
"876402","4","16","10","","","","","","","<","<","<","<","1";
"876402","4","17","22","","","","","","8","","0435","","","1";
