"100134","1001","14","4","","","","","","0","","0433","","","1";
"100134","1001","15","3","","","","","","0","","0434","","","1";
"100134","1001","16","2","","","","","","1","","0435","","","1";
"100134","1001","17","17","","","","","","2","","0437","","","1";
"100134","1001","18","22","","","","","","","<","<","<","<","1";
"100134","1001","19","23","","","","","","2","","0438","","","1";
"100134","1001","20","19","","","","","","2","","0439","","","1";
"100134","1001","21","10","","","","","","3","","0440","","","1";
"100134","1001","22","20","","","","","","3","","0441","","","1";
"100134","1001","23","21","","","","","","4","","0442","","","1";
"100134","1001","24","12","","","","","","","<","<","<","<","1";
"100134","1001","25","12","","","","","","4","0444","","","","1";
"100134","1002","1","18","","","","","","9","0442","","","","1";
"100134","1002","2","11","","","","","","8","","0440","","","1";
"100134","1002","3","14","","","","","","8","","0439","","","1";
"100134","1002","4","6","","","","","","7","","0437","","","1";
"100134","1002","5","9","","","","","","7","","0436","","","1";
"100134","1002","6","16","","","","","","7","","0435","","","1";
"100134","1002","7","13","","","","","","6","","0435","","","1";
"100134","1002","8","15","","","","","","","<","<","<","<","1";
"100134","1002","9","7","","","","","","6","","0434","","","1";
"100134","1002","10","5","","","","","","","<","<","<","<","1";
"100134","1002","11","5","","","","","","5","","0432","","","1";
"100134","1002","12","8","","","","","","5","","0430","","","1";
"100134","1002","13","1","","","","","","4","","0429","","","1";
"100134","1002","14","4","","","","","","4","","0428","","","1";
"100134","1002","15","3","","","","","","4","","0427","","","1";
"100134","1002","16","2","","","","","","3","","0426","","","1";
"100134","1002","17","17","","","","","","3","","0424","","","1";
"100134","1002","18","22","","","","","","2","","0424","","","1";
"100134","1002","19","23","","","","","","2","","0423","","","1";
"100134","1002","20","19","","","","","","2","","0422","","","1";
"100134","1002","21","10","","","","","","1","","0421","","","1";
"100134","1002","22","20","","","","","","1","","0420","","","1";
"100134","1002","23","21","","","","","","1","","0419","","","1";
"100134","1002","24","12","","","","","","0","","0417","","","1";
"100134","1002","25","12","","","","","","0","","0417","","","1";
"100134","1003","1","18","","","","","","0","","0440","","","1";
"100134","1003","2","11","","","","","","0","","0441","","","1";
"100134","1003","3","14","","","","","","1","","0442","","","1";
